gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
P4HA1	539936	354	44	240468	61596	0	0	0	0	50	5	3213026	1	1
P4HA2	371617	246	35	236756	63916	0	0	0	0	50	6	3068954	1	1
P4HTM	1799657	241	41	231014	68962	0	0	1	0	11	3	651108	1	1
PA2G4	2785610	165	39	171738	42804	0	0	0	0	50	10	3262906	1	1
PABPC1L2A	NaN	NaN	NaN	81606	23316	0	0	0	0	50	31	6482428	1	1
PABPC1L2B	NaN	NaN	NaN	81606	23316	0	0	0	0	50	31	6482428	1	1
PABPC4	978867	358	29	278632	76850	0	0	0	0	50	10	3110192	1	1
PABPN1	1171456	330	20	125164	39266	0	0	0	0	50	9	3528256	1	1
PABPN1L	860087	252	37	119712	35670	0	0	0	0	50	10	3989820	1	1
PACS2	892593	289	40	376420	106256	0	0	0	0	50	4	4299830	1	1
PACSIN1	888245	207	32	191864	46690	0	0	0	0	50	13	4256446	1	1
PACSIN3	1240468	184	31	179568	48546	0	0	0	0	50	9	3490440	1	1
PADI2	610093	194	45	280256	78184	0	0	0	0	50	9	3511146	1	1
PADI6	428762	210	31	293712	79692	0	0	0	0	7	0	318942	1	1
PAEP	327501	539	37	78938	20416	0	0	0	0	50	6	3074986	1	1
PAF1	1748498	252	32	232116	54636	0	0	0	0	50	11	3814138	1	1
PAFAH1B3	792230	218	42	95584	29696	0	0	0	0	50	10	3993300	1	1
PAFAH2	774988	221	31	166692	45414	0	0	0	0	50	13	3614096	1	1
PAGE1	355308	NaN	14	64322	16240	0	0	0	0	50	9	4079662	1	1
PAGE2	214019	NaN	18	49184	12412	0	0	0	0	50	4	3391202	1	1
PAGE2B	214019	NaN	18	49068	12354	0	0	0	0	50	4	3391202	1	1
PAGE4	257202	NaN	7	45124	11426	0	0	0	0	50	12	3207052	1	1
PAGE5	140886	NaN	18	56260	14906	0	0	0	0	50	9	2805866	1	1
PAICS	662749	594	27	184962	48024	0	0	0	0	50	14	3785370	1	1
PAIP1	482851	434	19	201782	55738	0	0	1	0	50	10	2654370	1	1
PAIP2	835535	177	41	57304	11600	0	0	0	0	50	13	3039142	1	1
PAIP2B	349503	464	30	55390	11426	0	0	0	0	50	6	3317310	1	1
PAK1	502767	479	27	243310	60668	0	0	0	0	50	12	3969752	1	1
PAK1IP1	262380	410	14	169650	42108	0	0	0	0	50	12	3650810	1	1
PAK2	798731	446	41	224924	58870	0	0	0	0	50	5	2904176	1	1
PAK3	109883	NaN	18	249342	65076	0	0	0	0	50	12	3229614	1	1
PAK4	1652029	286	26	235596	78996	0	0	0	0	50	8	3434934	1	1
PAK6	829569	167	31	274224	87348	0	0	0	0	50	12	4233826	1	1
PALLD	173564	359	-4	555582	164082	0	0	1	0	50	16	4012962	1	1
PALM	1914670	200	23	159442	48662	0	0	0	0	50	6	3545076	1	1
PALM2	276166	485	4	174928	46400	0	0	0	0	50	9	3984542	1	1
PALM3	NaN	NaN	NaN	271440	83868	0	0	0	0	50	31	6542980	1	1
PALMD	272208	540	-15	233508	59508	0	0	0	0	50	22	4090218	1	1
PAMR1	646177	410	0	308966	84274	0	0	0	0	50	9	2895128	1	1
PAN3	265548	616	57	369518	106546	0	0	0	0	19	1	1057630	1	1
PANK1	212241	345	18	247080	74994	0	0	0	0	50	8	3162276	1	1
PANK2	712060	170	37	229738	73196	0	0	0	0	50	4	3219348	1	1
PANK3	413558	432	32	154860	42978	0	0	0	0	50	9	3188724	1	1
PANK4	339388	228	38	323292	93612	0	0	0	0	50	6	2806504	1	1
PANX2	944000	242	49	267902	87406	0	0	0	0	50	8	3863032	1	1
PANX3	171574	746	-1	158456	48778	0	0	0	0	50	18	4269844	1	1
PAPD4	260678	684	28	209786	53128	0	0	0	0	50	6	3307160	1	1
PAPD5	294222	418	24	291334	82244	0	0	0	0	50	5	3482610	1	1
PAPL	1652812	254	29	184614	52200	0	0	0	0	50	7	3496182	1	1
PAPPA	69253	553	-19	675816	188616	0	0	1	0	7	3	736426	1	1
PAPSS1	144822	679	4	263552	70702	0	0	0	0	50	20	3348282	1	1
PAPSS2	379125	169	46	260130	71862	0	0	1	0	50	14	2615742	1	1
PAQR4	1443513	234	49	106314	38106	0	0	0	0	50	12	3087920	1	1
PAQR5	366429	210	29	139258	37700	0	0	0	0	50	6	4003450	1	1
PAQR7	746382	372	24	138330	43500	0	0	0	0	50	9	4709484	1	1
PAQR8	372545	431	33	142158	43848	0	0	0	0	50	10	3537826	1	1
PARD6A	1065785	147	41	135604	47270	0	0	0	0	50	9	4589656	1	1
PARD6B	480540	161	43	153062	43036	0	0	0	0	50	10	2677164	1	1
PARD6G	161542	NaN	38	147784	50402	0	0	0	0	50	7	3058746	1	1
PARG	340607	454	28	416846	104980	0	0	1	0	50	7	3643792	1	1
PARK7	387339	207	26	80098	23258	0	0	0	0	50	10	4058782	1	1
PARM1	175795	775	18	123366	41064	0	0	0	0	50	10	3405354	1	1
PARN	519767	367	31	286810	63974	0	0	0	0	50	9	3556038	1	1
PARP12	462854	639	35	294060	80040	0	0	0	0	14	0	748954	1	1
PARP15	419536	311	44	293190	81258	0	0	0	0	50	6	3769652	1	1
PARP16	762474	223	53	134386	38222	0	0	0	0	50	13	3230310	1	1
PARP2	415850	401	-7	252532	63104	0	0	0	0	50	9	3387374	1	1
PARP3	1013177	370	39	228694	61364	0	0	1	0	50	9	3219696	1	1
PARP4	340065	606	39	728770	194474	0	0	1	0	10	1	647106	1	1
PARP9	410045	404	35	366734	95410	0	0	1	0	50	12	3284656	1	1
PARS2	578299	343	23	190414	58754	0	0	0	0	50	5	3511842	1	1
PARVA	447343	318	-4	159616	43790	0	0	0	0	50	10	3441488	1	1
PARVG	201266	327	30	142912	38744	0	0	1	0	50	6	3178400	1	1
PATE1	607531	493	3	56898	12528	0	0	1	0	1	1	23896	1	1
PATE2	607531	493	3	50576	11368	0	0	0	0	50	9	3211228	1	1
PATE3	NaN	NaN	NaN	43384	10034	0	0	0	0	31	9	2856036	1	1
PATE4	NaN	NaN	NaN	43384	10034	0	0	0	0	31	9	2856036	1	1
PATL1	431271	409	27	323060	91930	0	0	1	0	50	13	4057332	1	1
PATL2	NaN	NaN	NaN	229854	64554	0	0	0	0	50	31	6523666	1	1
PATZ1	723505	237	57	318072	92742	0	0	0	0	50	12	3649824	1	1
PAWR	230993	395	-8	139258	42224	0	0	0	0	50	14	3767158	1	1
PAXIP1	162706	628	-6	455416	117392	0	0	0	0	43	12	3837860	1	1
PBK	406636	229	23	139084	34394	0	0	0	0	50	8	3299446	1	1
PBOV1	341233	545	21	56260	15080	0	0	0	0	35	13	2483328	1	1
PBRM1	1217701	231	47	697508	176146	0	0	0	0	39	2	3090820	1	1
PBX2	2119974	392	28	178408	52142	0	0	0	0	50	11	3873298	1	1
PBX3	491989	545	36	183106	49532	0	0	0	0	50	7	3499778	1	1
PBX4	818567	284	-1	155324	45472	0	0	0	0	50	8	3255714	1	1
PBXIP1	1612870	224	35	301020	88044	0	0	0	0	50	7	3012172	1	1
PC	1649909	187	38	481748	147262	0	0	1	0	50	6	3407616	1	1
PCBD1	327428	592	29	45240	11658	0	0	0	0	50	9	3755732	1	1
PCBD2	727517	696	49	55216	15602	0	0	0	0	50	8	3554878	1	1
PCBP1	686152	156	52	141752	44602	0	0	0	0	50	2	2601938	1	1
PCBP2	1712232	191	56	157876	43442	0	0	0	0	50	12	3671284	1	1
PCBP4	1029408	224	38	165010	54230	0	0	0	0	50	5	2637956	1	1
PCCB	229049	484	25	236002	67106	0	0	0	0	50	3	2614466	1	1
PCDHA13	NaN	NaN	NaN	380538	123018	0	0	0	0	50	31	6582130	1	1
PCDHB2	987049	724	-11	314882	102196	0	0	2	0	50	28	3904154	1	1
PCDHB9	915569	724	-11	314070	101964	0	0	1	0	50	30	3916218	1	1
PCDHGA10	NaN	NaN	NaN	389006	122032	0	0	0	0	50	31	6581144	1	1
PCDHGA3	662513	568	2	378334	121568	0	0	2	0	50	18	4065568	1	1
PCDHGB4	662513	568	2	372244	114086	0	0	0	0	10	5	1204138	1	1
PCDHGB7	662513	568	2	372708	116580	0	0	0	0	10	5	1204138	1	1
PCDHGC3	665835	568	9	391326	127020	0	0	0	0	13	5	1013492	1	1
PCDP1	309897	441	17	240874	59972	0	0	0	0	50	11	3679578	1	1
PCGF1	1019591	315	50	113390	28594	0	0	0	0	50	11	3557546	1	1
PCGF2	1158356	207	39	144130	42572	0	0	0	0	50	3	2597298	1	1
PCGF3	672497	312	27	107300	25114	0	0	0	0	50	5	4189920	1	1
PCGF5	190999	410	3	113390	26332	0	0	0	0	50	14	3440502	1	1
PCGF6	533950	125	43	148944	40890	0	0	0	0	50	8	2917284	1	1
PCK2	992350	355	19	274050	82476	0	0	0	0	50	6	3466602	1	1
PCM1	381765	253	2	869072	213730	0	0	0	0	42	7	3456220	1	1
PCMT1	424800	234	40	120582	33930	0	0	0	0	50	7	3029688	1	1
PCMTD1	63777	905	2	153004	37352	0	0	0	0	50	20	2712950	1	1
PCNP	549032	445	14	76212	20358	0	0	0	0	50	4	3453552	1	1
PCNXL2	146659	581	-1	887806	251198	0	0	0	0	8	1	855384	1	1
PCOLCE	1767777	242	60	182584	58232	0	0	0	0	50	10	3568972	1	1
PCOLCE2	398812	422	15	175102	47618	0	0	0	0	50	6	2918038	1	1
PCOTH	314992	678	51	98658	26100	0	0	0	0	50	12	2195474	1	1
PCP2	611341	384	33	57826	16298	0	0	0	0	50	6	3374208	1	1
PCP4	177752	829	-71	28188	6438	0	0	0	0	8	2	467480	1	1
PCP4L1	735152	293	41	29986	7424	0	0	0	0	40	7	2790728	1	1
PCSK1	525524	288	24	323872	86246	0	0	2	0	36	7	1798348	1	1
PCSK1N	NaN	NaN	NaN	98136	39846	0	0	0	0	50	31	6498958	1	1
PCSK4	2352825	221	38	308212	96512	0	0	1	0	50	9	2986304	1	1
PCSK6	372683	406	-1	470670	132240	0	0	0	0	50	8	3091110	1	1
PCSK9	447775	230	13	280488	88914	0	0	0	0	9	2	648846	1	1
PCYOX1	669606	164	36	210366	57594	0	0	0	0	50	10	3513756	1	1
PCYOX1L	422727	380	28	201782	60436	0	0	0	0	50	7	3151140	1	1
PCYT1A	1103198	207	43	157354	40310	0	0	0	0	50	4	3146616	1	1
PCYT2	3798594	211	19	174406	47618	0	0	0	0	50	7	3010374	1	1
PDAP1	1115689	263	56	79112	19372	0	0	1	0	0	1	19372	1	1
PDC	278089	492	-7	105676	25346	0	0	0	0	50	19	4193110	1	1
PDCD1LG2	307589	556	37	115478	31726	0	0	0	0	50	6	2911136	1	1
PDCD2	425191	598	-16	148712	39904	0	0	0	0	50	10	2789684	1	1
PDCD4	340524	254	9	202536	53244	0	0	0	0	50	13	3627900	1	1
PDCD5	358893	455	-32	56550	13050	0	0	0	0	50	21	3656900	1	1
PDCD6	935283	530	28	83114	20938	0	0	0	0	50	12	2948024	1	1
PDCD6IP	293448	409	9	367256	100804	0	0	0	0	50	15	3776090	1	1
PDCL	433740	487	10	128296	31436	0	0	0	0	50	16	3147254	1	1
PDCL2	237456	456	32	107010	23316	0	0	0	0	50	10	4358410	1	1
PDDC1	1788356	193	48	93496	27086	0	0	0	0	50	4	3121096	1	1
PDE1A	359828	401	-5	242614	60842	0	0	0	0	50	5	3486148	1	1
PDE1B	643658	392	33	238206	62814	0	0	0	0	50	8	3402802	1	1
PDE2A	741790	193	55	419166	110838	0	0	0	0	50	10	3372468	1	1
PDE4C	1178047	210	43	314012	94018	0	0	0	0	50	5	3632308	1	1
PDE6D	979792	193	33	65366	16240	0	0	0	0	50	6	3039548	1	1
PDE6G	3745109	205	30	37758	10266	0	0	0	0	50	7	2914732	1	1
PDE7A	167106	425	37	220980	55854	0	0	0	0	50	12	3702256	1	1
PDE7B	283639	392	6	196852	46922	0	0	0	0	50	8	3066576	1	1
PDE8A	393930	366	27	354728	93148	0	0	0	0	37	6	2612784	1	1
PDE8B	276128	451	26	378102	99354	0	0	1	0	50	3	3476404	1	1
PDE9A	411822	331	69	277066	60494	0	0	0	0	50	6	3544264	1	1
PDF	1202748	125	20	95294	33118	0	0	0	0	50	5	2934452	1	1
PDGFA	598406	318	9	91814	25288	0	0	0	0	50	18	4776996	1	1
PDGFB	1046938	205	60	103878	30450	0	0	1	0	20	6	1066504	1	1
PDGFD	19576	992	-10	156368	41470	0	0	1	0	50	32	3977930	1	1
PDGFRL	462541	220	4	155614	44486	0	0	0	0	50	12	3632366	1	1
PDHB	567081	265	35	152830	41702	0	0	0	0	50	5	3565144	1	1
PDHX	663753	258	6	223648	68324	0	0	1	0	48	19	3640428	1	1
PDIA2	1340678	205	43	215934	66294	0	0	0	0	50	6	3561258	1	1
PDIA3	784327	286	37	217384	55100	0	0	0	0	50	5	3887682	1	1
PDIA4	598458	279	31	271962	71514	0	0	0	0	50	9	3595362	1	1
PDIA6	691715	507	50	187920	50982	0	0	0	0	50	8	3199222	1	1
PDK2	1197823	210	20	173072	46864	0	0	0	0	50	11	3856710	1	1
PDK3	512129	NaN	34	178118	47038	0	0	0	0	50	15	3491890	1	1
PDLIM1	302337	444	6	138562	37874	0	0	0	0	50	7	2959044	1	1
PDLIM2	757216	224	45	164140	47618	0	0	0	0	50	7	3564564	1	1
PDLIM3	168463	422	4	177364	51446	0	0	0	0	50	11	2801110	1	1
PDLIM4	451605	191	40	137924	39382	0	0	1	0	50	11	3045348	1	1
PDLIM7	1120311	347	41	209438	58870	0	0	1	0	50	7	3247594	1	1
PDP2	942986	142	34	214252	63104	0	0	0	0	50	6	3509638	1	1
PDPK1	2083323	321	42	236524	63278	0	0	0	0	50	10	3234428	1	1
PDPN	64295	864	9	97092	31494	0	0	0	0	50	22	4013194	1	1
PDRG1	1006109	386	37	58290	14442	0	0	0	0	50	5	2764048	1	1
PDS5B	243309	471	50	622398	157122	0	0	0	0	35	6	2884688	1	1
PDSS1	339802	540	18	176320	48836	0	0	0	0	50	11	4242700	1	1
PDX1	321222	612	38	111940	37004	0	0	0	0	50	11	2702916	1	1
PDXDC1	535071	214	23	335646	91524	0	0	0	0	41	6	3137220	1	1
PDZD11	215874	NaN	52	61828	15950	0	0	0	0	50	11	3695470	1	1
PDZD3	1258103	195	57	205204	66236	0	0	1	0	50	9	3825854	1	1
PDZD4	2103463	NaN	30	312040	94772	0	0	0	0	50	10	3411038	1	1
PDZD9	643750	326	44	86942	21808	0	0	0	0	50	7	3278218	1	1
PDZK1	NaN	NaN	NaN	216978	60030	0	0	0	0	50	31	6519142	1	1
PDZK1IP1	364960	414	3	48430	13688	0	0	0	0	50	7	3321312	1	1
PDZRN3	82249	888	-7	438886	124700	0	0	2	0	22	14	2033190	1	1
PEA15	841605	386	29	55970	14500	0	0	0	0	50	4	3101782	1	1
PEBP1	637549	608	17	78358	21866	0	0	0	0	50	19	3105378	1	1
PEBP4	718204	366	44	98484	24708	0	0	0	0	50	16	4272106	1	1
PECAM1	1304459	178	16	3944	1276	0	0	0	0	0	0	1276	1	1
PECI	180813	452	27	169360	44834	0	0	0	0	50	10	3219116	1	1
PEF1	1093701	197	37	116986	34568	0	0	0	0	50	5	3009214	1	1
PEG10	393749	462	4	407044	3944	0	0	0	0	13	5	876206	1	1
PELI1	379419	441	35	174754	48140	0	0	0	0	50	8	3181242	1	1
PELI3	1941577	194	51	188964	61074	0	0	0	0	50	4	3278218	1	1
PELO	158780	388	0	156890	45298	0	0	0	0	50	18	4010294	1	1
PELP1	1249398	222	26	451820	150046	0	0	0	0	10	3	771690	1	1
PEMT	958193	236	12	98252	29986	0	0	0	0	50	12	3588576	1	1
PERP	329471	484	24	79634	23026	0	0	0	0	50	7	4018820	1	1
PET112L	146825	477	14	234494	65482	0	0	0	0	50	9	3645706	1	1
PET117	782027	479	-6	34394	9454	0	0	0	0	50	7	2595964	1	1
PEX10	561270	302	24	138968	45994	0	0	0	0	50	5	3089312	1	1
PEX11A	880974	190	35	101326	29870	0	0	0	0	50	9	3630916	1	1
PEX11B	NaN	NaN	NaN	105560	35380	0	0	0	0	50	31	6494492	1	1
PEX11G	609287	308	36	96338	33118	0	0	0	0	50	11	3838672	1	1
PEX12	756039	227	14	145464	43848	0	0	0	0	50	16	3666064	1	1
PEX16	427820	291	48	151148	47560	0	0	0	0	50	11	3391028	1	1
PEX19	891852	358	25	128818	33002	0	0	0	0	50	9	3127186	1	1
PEX2	66156	757	2	126614	33814	0	0	1	0	42	16	2398358	1	1
PEX26	516479	239	27	124004	39208	0	0	0	0	50	10	3339524	1	1
PEX3	318754	401	13	161472	41412	0	0	0	0	50	13	3783340	1	1
PEX6	1200368	259	40	386976	136590	0	0	0	0	23	6	1623826	1	1
PEX7	253053	408	33	138562	37178	0	0	0	0	50	10	3584342	1	1
PF4	230379	408	2	41992	12992	0	0	0	0	50	13	3856478	1	1
PF4V1	233432	444	6	43500	13050	0	0	0	0	50	5	3503606	1	1
PFDN1	764742	185	39	53592	13050	0	0	0	0	50	6	2720084	1	1
PFDN2	689033	250	23	65888	18328	0	0	0	0	50	7	3107002	1	1
PFDN5	1677275	191	49	68208	16356	0	0	0	0	50	4	3263080	1	1
PFDN6	1456953	262	30	55680	15660	0	0	0	0	50	8	3412430	1	1
PFKFB4	1480689	223	45	200738	53998	0	0	0	0	50	10	3683174	1	1
PFKP	221025	438	11	330716	94018	0	0	0	0	50	8	3933038	1	1
PFN1	1416161	231	30	57768	17226	0	0	0	0	50	5	3043550	1	1
PFN2	622464	490	17	73196	19546	0	0	0	0	50	10	3182982	1	1
PFN3	1038665	261	59	53476	19256	0	0	0	0	50	11	3812920	1	1
PFN4	269570	385	38	55448	15196	0	0	0	0	50	13	3280248	1	1
PGA4	NaN	NaN	NaN	161878	47096	0	0	0	0	50	31	6506208	1	1
PGA5	1124603	480	43	161878	47096	0	0	0	0	50	6	4196358	1	1
PGAM1	892254	188	39	105850	29696	0	0	0	0	50	14	3511320	1	1
PGAM4	549429	NaN	24	103182	29928	0	0	0	0	50	14	3039548	1	1
PGAM5	724450	495	35	124642	39440	0	0	1	0	12	4	960190	1	1
PGAP2	425863	258	23	173188	27086	0	0	0	0	50	11	3233442	1	1
PGAP3	1284992	226	38	133168	39614	0	0	0	0	50	6	3421942	1	1
PGBD1	273319	502	35	339938	87754	0	0	2	0	50	10	2885326	1	1
PGBD2	113516	547	-2	244818	66120	0	0	0	0	50	21	3922946	1	1
PGBD3	122000	224	15	243658	67106	0	0	0	0	50	15	2973254	1	1
PGBD4	409752	384	1	239830	66410	0	0	0	0	50	8	3139482	1	1
PGBD5	286328	478	10	190878	51678	0	0	0	0	50	18	3648142	1	1
PGCP	235137	741	-10	195982	55796	0	0	0	0	50	19	3884898	1	1
PGD	712477	383	24	205320	56028	0	0	1	0	20	1	1437994	1	1
PGF	875817	222	53	72674	20764	0	0	0	0	50	9	2963974	1	1
PGGT1B	237444	619	9	160428	42804	0	0	0	0	50	11	3564564	1	1
PGK1	549810	NaN	14	176146	49010	0	0	0	0	50	12	3819184	1	1
PGLYRP1	997099	261	31	80272	24302	0	0	0	0	50	11	3644082	1	1
PGLYRP2	524410	481	33	226606	77720	0	0	0	0	43	14	3511146	1	1
PGM1	135416	330	3	277124	76618	0	0	0	0	50	17	3293762	1	1
PGP	2179404	224	39	125454	43674	0	0	0	0	50	5	3181416	1	1
PGPEP1	1294357	210	39	88334	24418	0	0	0	0	50	7	3595304	1	1
PGPEP1L	217299	248	-20	80678	24940	0	0	0	0	50	15	3587358	1	1
PGRMC2	277451	189	8	99412	31436	0	0	0	0	50	13	3094822	1	1
PGS1	980896	209	26	227244	70122	0	0	0	0	50	9	3431802	1	1
PHB	733027	256	23	111824	34858	0	0	0	0	50	2	3665948	1	1
PHB2	2704950	211	47	125570	36598	0	0	0	0	50	8	4333992	1	1
PHC1	296906	416	12	408958	125396	0	0	0	0	27	6	2035742	1	1
PHC2	668735	413	31	349508	108286	0	0	0	0	50	8	2650136	1	1
PHEX	92340	NaN	14	325902	80214	0	0	1	0	50	12	3547222	1	1
PHF1	1441897	236	31	248124	58116	0	0	0	0	50	7	3236052	1	1
PHF10	233648	447	3	215180	53650	0	0	1	0	50	10	3832930	1	1
PHF11	422169	338	53	145116	34452	0	0	0	0	50	9	3325082	1	1
PHF12	1834230	220	37	417716	120814	0	0	0	0	50	8	3873066	1	1
PHF15	909404	177	51	323002	96512	0	0	0	0	50	8	3514742	1	1
PHF16	830380	NaN	45	348696	88392	0	0	0	0	50	11	3150328	1	1
PHF17	163287	544	26	355772	95584	0	0	0	0	50	8	3297822	1	1
PHF20	1341124	136	44	431288	109330	0	0	0	0	50	6	3415794	1	1
PHF21A	513122	344	32	290406	81432	0	0	0	0	38	9	2452356	1	1
PHF23	1782958	316	21	163850	49822	0	0	1	0	50	7	2707846	1	1
PHF5A	1480984	187	73	48894	11484	0	0	0	0	50	5	2694854	1	1
PHF6	271272	NaN	47	174754	41180	0	0	0	0	50	14	3584168	1	1
PHF7	1078407	229	62	167968	38396	0	0	0	0	37	7	2133588	1	1
PHF8	830265	NaN	30	468060	129282	0	0	0	0	50	11	3520716	1	1
PHGDH	425891	581	19	217906	68498	0	0	0	0	50	9	3827594	1	1
PHGR1	NaN	NaN	NaN	33698	11020	0	0	0	0	31	9	2857022	1	1
PHKA1	385429	NaN	18	518926	141578	0	0	0	0	50	10	3097374	1	1
PHKG2	1632278	158	61	175508	50866	0	0	0	0	50	11	3836120	1	1
PHLDA1	604083	438	17	161124	49764	0	0	0	0	50	7	3547396	1	1
PHLDA2	552601	256	34	61654	19256	0	0	0	0	50	4	3488236	1	1
PHOSPHO1	763613	346	27	123366	39150	0	0	0	0	50	9	3740420	1	1
PHOSPHO2	345692	393	35	101790	25578	0	0	0	0	50	10	3446534	1	1
PHOX2A	744547	182	58	111998	38164	0	0	0	0	50	8	3072202	1	1
PHPT1	1921909	176	44	62582	14848	0	0	0	0	50	4	3387374	1	1
PHYH	246468	433	33	145754	37120	0	0	0	0	50	7	3870862	1	1
PHYHD1	1580914	198	21	148422	18618	0	0	0	0	50	4	3686480	1	1
PHYHIP	587455	196	50	138272	37294	0	0	0	0	50	6	3272650	1	1
PHYHIPL	115861	812	-3	163908	40890	0	0	0	0	50	19	2818278	1	1
PI15	149375	824	-13	108750	29928	0	0	0	0	50	23	3803698	1	1
PI4K2B	218037	523	28	204798	53070	0	0	0	0	50	6	3570828	1	1
PI4KA	436102	288	42	870290	234784	0	0	2	0	50	6	3442068	1	1
PI4KB	1256374	184	31	341852	98890	0	0	0	0	50	9	3496472	1	1
PIAS1	325771	194	31	273470	76270	0	0	0	0	50	9	3708230	1	1
PIAS2	152679	618	42	272600	74182	0	0	1	0	50	11	2386410	1	1
PICALM	366028	313	11	283098	75864	0	0	0	0	50	15	3551456	1	1
PICK1	1478013	200	76	177538	47966	0	0	1	0	50	6	2979402	1	1
PIF1	556478	205	50	256650	86826	0	0	0	0	34	3	2088696	1	1
PIGC	113155	450	11	118726	36830	0	0	0	0	50	11	3778294	1	1
PIGF	603816	252	35	103530	28884	0	0	0	0	50	6	3587242	1	1
PIGK	404438	673	-17	171564	42456	0	0	0	0	50	17	2795658	1	1
PIGL	905220	163	0	106952	29638	0	0	0	0	50	7	2706686	1	1
PIGN	125694	442	28	400084	105908	0	0	2	0	25	8	1730662	1	1
PIGO	782447	350	42	431636	144130	0	0	0	0	26	2	2274760	1	1
PIGP	353934	358	51	67512	17574	0	0	0	0	50	10	3188260	1	1
PIGQ	1115707	213	39	318014	96976	0	0	1	0	50	4	2764744	1	1
PIGS	1517567	225	24	228636	69252	0	0	2	0	17	2	978924	1	1
PIGT	1037999	382	35	236814	73428	0	0	0	0	50	9	2839390	1	1
PIGU	1057035	190	51	183860	51388	0	0	0	0	50	6	3146558	1	1
PIGV	1022828	188	30	197142	62814	0	0	1	0	50	10	3101086	1	1
PIGW	416822	556	23	203116	61190	0	0	0	0	50	12	4502076	1	1
PIGX	818753	446	45	116464	32306	0	0	0	0	50	14	3983440	1	1
PIGY	449479	295	29	74762	23548	0	0	0	0	50	7	2456358	1	1
PIH1D2	389805	179	31	142274	36598	0	0	0	0	50	8	3678476	1	1
PIK3AP1	794261	622	28	338720	93148	0	0	0	0	39	7	3086354	1	1
PIK3C2A	513121	436	10	713748	188790	0	0	0	0	3	0	348464	1	1
PIK3CD	533533	204	35	437610	123192	0	0	0	0	36	6	2330440	1	1
PIK3IP1	667559	221	43	109794	31494	0	0	0	0	50	12	3550470	1	1
PIK3R2	1249693	226	42	298120	92162	0	0	0	0	50	8	3890988	1	1
PILRA	1430637	204	54	127078	35786	0	0	1	0	30	6	1463282	1	1
PILRB	1430637	204	54	108460	13340	0	0	0	0	50	7	2962988	1	1
PIM2	834040	NaN	38	126034	40310	0	0	1	0	50	5	2442902	1	1
PIM3	842221	271	15	131718	42456	0	0	0	0	50	11	3794012	1	1
PIN1	1069900	579	-26	69774	18270	0	0	0	0	50	24	3340220	1	1
PINK1	631461	208	35	232116	76908	0	0	0	0	50	17	3562476	1	1
PINX1	116190	574	16	141230	35380	0	0	0	0	50	15	3265052	1	1
PION	309983	573	35	376710	90828	0	0	0	0	50	8	3272650	1	1
PIP	321366	568	-9	62582	16936	0	0	0	0	50	10	2802212	1	1
PIP4K2B	1198833	207	37	178350	45588	0	0	0	0	50	6	2962060	1	1
PIPOX	1752742	236	34	162632	46342	0	0	0	0	50	12	3685726	1	1
PIR	193887	NaN	37	125802	32364	0	0	0	0	50	11	2987464	1	1
PIRT	58616	911	-49	55274	16762	0	0	0	0	50	23	2588714	1	1
PISD	538801	268	47	154860	45588	0	0	0	0	50	4	3296662	1	1
PITPNA	1362942	220	31	121162	27956	0	0	0	0	50	10	3200382	1	1
PITPNB	112113	310	-54	122728	27260	0	0	1	0	0	1	27260	1	1
PITPNM1	1392213	215	53	508660	157238	0	0	0	0	8	1	451704	1	1
PITPNM2	1122735	196	44	556800	164604	0	0	0	0	17	2	1434224	1	1
PITRM1	266524	438	16	443758	116522	0	0	1	0	50	8	3342250	1	1
PITX1	725156	226	27	127252	38570	0	0	0	0	50	14	3987906	1	1
PITX2	64585	758	-15	159210	45588	0	0	0	0	50	18	3855898	1	1
PITX3	1020192	169	44	119654	40600	0	0	0	0	50	9	4223038	1	1
PIWIL4	367057	478	6	363196	95294	0	0	2	0	50	11	3127476	1	1
PJA2	203821	583	15	301426	74936	0	0	0	0	50	6	2893968	1	1
PKD1L3	NaN	NaN	NaN	723666	200274	0	0	0	0	0	0	200274	1	1
PKD2L2	946917	396	47	269642	64612	0	0	0	0	50	14	3924860	1	1
PKDCC	210167	164	-5	195982	66062	0	0	0	0	50	12	3361100	1	1
PKIA	46989	984	-2	32828	8758	0	0	0	0	50	13	2925810	1	1
PKIB	139315	1035	-16	33524	9106	0	0	0	0	50	13	3326010	1	1
PKIG	791812	171	44	32480	9106	0	0	0	0	50	17	3645300	1	1
PKM2	1130931	192	36	243426	70992	0	0	0	0	50	8	3314352	1	1
PKMYT1	1443513	234	49	208626	63858	0	0	0	0	50	12	3087920	1	1
PKN2	280301	449	0	419920	108866	0	0	0	0	50	9	3946204	1	1
PKNOX1	434727	131	65	185368	49706	0	0	0	0	50	7	3477738	1	1
PKNOX2	412479	731	16	199520	54346	0	0	0	0	50	13	3451928	1	1
PKP1	758588	193	23	313838	86362	0	0	1	0	50	8	3719540	1	1
PL-5283	NaN	NaN	NaN	21286	5162	0	0	0	0	31	9	2851164	1	1
PLA2G10	519767	367	45	68846	20242	0	0	0	0	50	4	2979518	1	1
PLA2G12A	211934	473	25	79286	21982	0	0	0	0	50	2	2642132	1	1
PLA2G12B	587592	291	43	82766	21982	0	0	0	0	50	4	3677664	1	1
