gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ODF2	1916608	160	35	338087	88987	0	0	0	0	50	10	3399950	1	1
ODF2L	218105	874	-18	280370	62593	0	0	0	0	50	30	3223354	1	1
ODF3	1233553	437	17	96407	29044	0	0	0	0	50	12	2753668	1	1
ODF3B	1075525	207	42	94287	31005	0	0	0	0	50	7	3188639	1	1
ODF4	772200	257	20	97626	26712	0	0	0	0	50	8	2575641	1	1
ODZ1	121229	NaN	-13	1038217	285458	0	0	0	0	1	0	332840	1	1
ODZ2	71443	880	-10	1041185	296005	0	0	0	0	0	0	296005	1	1
ODZ3	144640	636	-20	1017600	287154	0	0	0	0	2	1	576163	1	1
ODZ4	78290	871	0	1040602	299768	0	0	0	0	0	0	299768	1	1
OGFOD1	523951	285	13	215710	51251	0	0	0	0	50	10	3755845	1	1
OGFOD2	1093113	196	47	107378	34609	0	0	0	0	50	6	3438269	1	1
OGFR	1044503	208	48	250372	77168	0	0	0	0	50	9	3005312	1	1
OGG1	954590	264	39	222600	58671	0	0	0	0	50	16	3921364	1	1
OGN	537639	574	47	115540	30899	0	0	1	0	14	4	765214	1	1
OIP5	897414	237	24	86178	26394	0	0	0	0	50	5	2307090	1	1
OLA1	389793	418	26	157145	38266	0	0	0	0	50	8	3325167	1	1
OLFM1	199862	446	28	180571	47117	0	0	2	0	6	2	248305	1	1
OLFML1	108110	869	11	151209	42294	0	0	0	0	50	25	3196271	1	1
OLFML3	365516	596	7	149142	46269	0	0	0	0	50	15	3170460	1	1
OLIG1	801943	554	66	93015	36888	0	0	0	0	50	8	3014534	1	1
OLIG2	824830	554	61	114533	40651	0	0	0	0	50	7	2985172	1	1
OLIG3	210173	486	29	98580	31641	0	0	0	0	50	4	3005789	1	1
OMA1	301227	564	-3	202778	52735	0	0	0	0	50	6	2282445	1	1
OMD	537639	574	47	162869	39697	0	0	0	0	50	12	2650424	1	1
OMG	473619	396	27	163823	47170	0	0	0	0	50	11	3109510	1	1
OMP	437413	450	40	59890	18179	0	0	0	0	50	11	3128537	1	1
ONECUT1	294072	514	18	171402	51516	0	0	0	0	50	14	3151486	1	1
ONECUT2	300344	480	15	183380	58459	0	0	1	0	50	12	2706922	1	1
ONECUT3	NaN	NaN	NaN	173310	63282	0	0	0	0	50	26	5965574	1	1
OOEP	732413	446	18	56180	16642	0	0	0	0	50	13	3011248	1	1
OPA3	1107927	194	44	114056	36835	0	0	0	0	50	4	2735648	1	1
OPN1LW	2438903	NaN	17	138277	39326	0	0	0	0	50	10	4533620	1	1
OPN1MW	NaN	NaN	NaN	276766	78440	0	0	0	0	50	26	5980732	1	1
OPN1MW2	2438903	NaN	17	276766	78440	0	0	0	0	50	10	4533620	1	1
OPN1SW	830283	310	35	131864	37471	0	0	0	0	50	16	3418235	1	1
OR10A3	105341	679	6	115222	34874	0	0	0	0	50	22	3706767	1	1
OR10A6	105341	679	6	115487	34609	0	0	1	0	50	22	3706767	1	1
OR10G3	707623	533	22	112307	37312	0	0	2	0	0	2	37312	1	1
OR10H1	808269	590	18	116123	36676	0	0	2	0	13	9	575845	1	1
OR10H3	878287	605	13	116388	34503	0	0	0	0	30	19	2126095	1	1
OR10P1	1678592	523	-8	110876	38743	0	0	1	0	24	9	1527884	1	1
OR10T2	135429	902	5	113791	36146	0	0	1	0	50	15	2456921	1	1
OR12D3	329776	872	7	117130	34397	0	0	1	0	29	17	1596625	1	1
OR13C4	146816	930	-33	116547	35298	0	0	0	0	27	16	1334540	1	1
OR13C9	147494	920	-31	118349	33655	0	0	1	0	50	32	2980084	1	1
OR13D1	161420	821	-14	127624	37736	0	0	0	0	50	31	3536054	1	1
OR13H1	81234	NaN	4	112572	34662	0	0	2	0	10	4	629799	1	1
OR13J1	847663	227	54	111512	37630	0	0	0	0	50	4	3074954	1	1
OR14J1	176114	872	4	116653	36782	0	0	0	0	50	14	2893535	1	1
OR1D2	457580	465	8	113950	35192	0	0	0	0	49	12	3053648	1	1
OR1E2	365088	515	14	118508	35881	0	0	0	0	50	17	3507964	1	1
OR1J1	373314	646	3	117660	36252	0	0	0	0	50	23	3327287	1	1
OR1L6	433740	487	10	114056	34450	0	0	0	0	50	11	2875939	1	1
OR1M1	311030	471	-63	113685	35934	0	0	1	0	20	9	835810	1	1
OR1N1	373314	646	3	114003	34821	0	0	0	0	50	23	3327287	1	1
OR2A1	NaN	NaN	NaN	111724	36305	0	0	0	0	50	26	5938597	1	1
OR2A4	129668	852	9	112307	35881	0	0	0	0	50	20	3131611	1	1
OR2A42	199649	767	-2	111724	36305	0	0	0	0	50	19	3687422	1	1
OR2A7	209930	767	-5	112466	35722	0	0	0	0	50	17	3196377	1	1
OR2AE1	1535089	438	36	118720	35828	0	0	0	0	50	12	3236021	1	1
OR2AG2	424776	548	8	114003	37206	0	0	0	0	50	13	2946217	1	1
OR2AK2	NaN	NaN	NaN	122059	38054	0	0	1	0	37	18	4189438	1	1
OR2AT4	752176	556	48	115699	37259	0	0	0	0	50	12	3483637	1	1
OR2B2	228884	634	40	132924	38478	0	0	0	0	50	7	2204005	1	1
OR2D2	403341	827	6	110823	36411	0	0	0	0	50	27	3241003	1	1
OR2J3	155147	738	1	113155	35510	0	0	0	0	50	21	3690496	1	1
OR2K2	348469	501	19	115487	35563	0	0	0	0	50	18	3669985	1	1
OR2T35	141426	710	-10	117448	37100	0	0	0	0	50	32	4467158	1	1
OR2W5	272980	927	-14	116494	36941	0	0	0	0	50	33	2556561	1	1
OR2Z1	536422	487	-47	112996	37100	0	0	2	0	7	6	421297	1	1
OR3A3	365088	515	14	115699	37736	0	0	0	0	50	17	3507964	1	1
OR4C45	NaN	NaN	NaN	114427	32012	0	0	0	0	50	26	5934304	1	1
OR4D1	851306	401	14	112943	35086	0	0	1	0	28	7	1362842	1	1
OR4F16	NaN	NaN	NaN	250478	76744	0	0	0	0	50	26	5979036	1	1
OR4F17	250228	708	5	112466	33496	0	0	0	0	50	17	3221234	1	1
OR4F21	89938	794	10	114162	34821	0	0	0	0	50	19	3392848	1	1
OR4F29	NaN	NaN	NaN	250478	76744	0	0	0	0	50	26	5979036	1	1
OR4F3	NaN	NaN	NaN	250478	76744	0	0	0	0	50	26	5979036	1	1
OR4F4	185501	643	-9	112519	33443	0	0	0	0	50	21	4050684	1	1
OR4F6	215780	643	-16	114904	34079	0	0	0	0	50	21	3327605	1	1
OR4K14	420010	827	-51	114215	33973	0	0	0	0	50	21	2482361	1	1
OR4S1	278638	642	-40	113738	33973	0	0	1	0	50	26	3253935	1	1
OR4X2	400891	509	-27	111406	33602	0	0	0	0	50	21	2921307	1	1
OR51B2	100115	1056	1	115646	34291	0	0	1	0	30	8	1172201	1	1
OR51B5	100115	1056	1	113526	35775	0	0	0	0	50	18	2645654	1	1
OR51E2	207755	972	-1	116335	37418	0	0	0	0	50	27	3151062	1	1
OR51F1	207755	972	-1	113526	35616	0	0	1	0	50	27	3151062	1	1
OR51F2	66543	987	-3	125133	38160	0	0	3	0	3	5	209350	1	1
OR51I1	99042	1030	1	116017	34874	0	0	1	0	29	10	1742640	1	1
OR51L1	97256	1024	-11	114215	36199	0	0	1	0	15	13	846728	1	1
OR52A4	109516	1024	-15	112095	34026	0	0	0	0	50	18	2783348	1	1
OR52A5	109516	1024	-15	116706	34344	0	0	0	0	50	18	2783348	1	1
OR52B4	363779	797	-8	116706	34185	0	0	2	0	2	3	143471	1	1
OR52H1	99343	946	-2	117766	35192	0	0	0	0	50	18	3223619	1	1
OR52N1	203856	922	-5	117766	35192	0	0	0	0	50	16	2531863	1	1
OR52N2	203856	922	-5	118508	34927	0	0	0	0	50	16	2531863	1	1
OR52N4	139577	922	2	118667	35563	0	0	0	0	50	19	2547816	1	1
OR52W1	466636	728	4	112042	40757	0	0	0	0	50	11	3412935	1	1
OR5AN1	417582	672	-4	115381	33284	0	0	1	0	50	24	2951782	1	1
OR5AP2	NaN	NaN	NaN	117660	33549	0	0	0	0	50	26	5935841	1	1
OR5AU1	730598	357	36	132924	40068	0	0	0	0	50	10	3656046	1	1
OR5H2	414958	885	-14	117077	33178	0	0	1	0	50	42	2760240	1	1
OR5P2	103028	823	-1	117660	36411	0	0	1	0	50	22	3322252	1	1
OR6C3	667726	802	-14	115010	33655	0	0	0	0	50	31	2895443	1	1
OR6C68	802038	706	3	117872	33496	0	0	0	0	50	17	3057888	1	1
OR6C70	802038	706	3	115275	33708	0	0	0	0	50	17	3057888	1	1
OR6C76	802038	706	3	114215	34927	0	0	0	0	50	17	3057888	1	1
OR6K6	103627	985	1	126776	37312	0	0	0	0	50	18	3101931	1	1
OR6N1	103627	985	1	113632	35510	0	0	0	0	50	18	3101931	1	1
OR6P1	NaN	NaN	NaN	115222	36305	0	0	0	0	50	26	5938597	1	1
OR6V1	314565	676	-1	113420	36199	0	0	1	0	50	20	2494021	1	1
OR6X1	92984	637	-1	112943	36040	0	0	0	0	50	20	3274022	1	1
OR7A10	963401	546	14	113473	34397	0	0	1	0	47	20	2609879	1	1
OR7C1	963401	546	14	116176	36623	0	0	0	0	43	16	2448123	1	1
OR7C2	961949	546	4	115805	36676	0	0	0	0	50	28	3591651	1	1
OR7D2	311030	471	-63	114003	35298	0	0	1	0	20	9	835810	1	1
OR7D4	398878	582	-50	113367	35934	0	0	2	0	15	8	767811	1	1
OR8B12	171574	746	-1	113526	34503	0	0	1	0	6	5	260654	1	1
OR8B3	149616	857	0	116017	33443	0	0	1	0	2	2	101707	1	1
OR8D1	154391	921	-14	112784	34450	0	0	0	0	50	26	2882617	1	1
OR8G1	154391	921	-14	127836	37365	0	0	1	0	8	5	470110	1	1
OR8G2	196141	921	-12	111618	33549	0	0	0	0	50	28	3016071	1	1
OR8U8	12744	946	-38	35987	8374	0	0	0	0	50	50	2869155	1	1
OR9A2	314565	676	-1	114586	33761	0	0	2	0	24	15	1037475	1	1
OR9G9	252874	882	-38	111671	33973	0	0	0	0	50	25	2521528	1	1
OR9I1	NaN	NaN	NaN	114745	35510	0	0	0	0	50	26	5937802	1	1
OR9Q1	690075	744	-13	114215	34768	0	0	0	0	50	39	3411133	1	1
ORAI1	720229	228	56	110346	35298	0	0	0	0	50	14	3455441	1	1
ORAI2	579276	202	61	92962	29945	0	0	0	0	50	16	2749110	1	1
ORAOV1	441431	536	41	55703	12667	0	0	0	0	50	8	3040663	1	1
ORC1L	815523	448	26	326162	95188	0	0	0	0	50	9	3493707	1	1
ORC2L	641949	201	29	230338	55544	0	0	0	0	50	8	2459465	1	1
ORC3L	236047	435	28	282331	70172	0	0	0	0	50	6	3145020	1	1
ORC4L	90907	937	4	175006	41711	0	0	0	0	50	15	3347692	1	1
ORC5L	152701	927	0	184387	47117	0	0	0	0	50	23	3082798	1	1
ORC6L	443420	253	-10	98050	26765	0	0	0	0	50	14	3186519	1	1
ORM2	206775	425	4	79341	20193	0	0	0	0	50	8	2780910	1	1
ORMDL1	398590	452	25	58671	16695	0	0	0	0	50	16	3900588	1	1
ORMDL2	1909014	256	38	58088	17119	0	0	0	0	50	8	3467101	1	1
ORMDL3	1602321	292	18	58459	16907	0	0	0	0	50	16	3504307	1	1
OSBP	432625	353	6	308195	85489	0	0	0	0	50	9	2932278	1	1
OSBP2	752472	303	37	344765	100912	0	0	1	0	50	15	3486711	1	1
OSCP1	608987	181	29	167957	44467	0	0	0	0	50	7	2449978	1	1
OSGEP	464497	395	17	128578	38054	0	0	0	0	50	14	3183816	1	1
OSGEPL1	398590	452	25	158205	44838	0	0	0	0	50	16	3900588	1	1
OSGIN2	251472	419	35	207972	57558	0	0	0	0	50	3	2820978	1	1
OSM	548674	211	43	93174	29097	0	0	0	0	50	11	2965774	1	1
OST4	NaN	NaN	NaN	15211	4028	0	0	0	0	4	0	198273	1	1
OSTBETA	688371	189	44	49396	13409	0	0	0	0	50	14	3497046	1	1
OSTC	160719	574	14	57876	15900	0	0	0	0	50	13	3005047	1	1
OSTF1	94966	640	7	87821	20458	0	0	0	0	50	25	3836776	1	1
OSTM1	303865	459	38	127624	35669	0	0	0	0	50	9	2476584	1	1
OSTalpha	1042183	210	51	127253	40492	0	0	0	0	50	8	2455172	1	1
OTOR	76240	856	-21	50986	12773	0	0	0	0	50	28	3151804	1	1
OTP	276866	584	42	117236	39538	0	0	0	0	50	16	2878430	1	1
OTUB1	1322584	277	42	106477	27083	0	0	0	0	50	21	3989151	1	1
OTUB2	200224	560	38	91266	24009	0	0	0	0	50	8	2867512	1	1
OTUD1	NaN	NaN	NaN	172144	57770	0	0	0	0	50	26	5960062	1	1
OTUD5	834315	NaN	40	214120	64766	0	0	1	0	50	9	2780857	1	1
OTUD7A	155907	445	13	341161	107696	0	0	0	0	12	4	838407	1	1
OTX1	240308	505	12	129691	40916	0	0	0	0	50	8	3174170	1	1
OTX2	191584	1012	-7	110770	32648	0	0	1	0	50	15	3032130	1	1
OVCA2	1415256	294	27	82150	27560	0	0	0	0	50	9	3206341	1	1
OVCH2	97859	823	0	220321	57929	0	0	0	0	50	17	3301370	1	1
OVGP1	397926	461	18	255354	75207	0	0	0	0	43	9	2929204	1	1
OVOL1	3834148	287	55	101495	28249	0	0	0	0	50	9	3153447	1	1
OVOL2	764857	499	-9	104569	28991	0	0	0	0	50	13	2463705	1	1
OXA1L	1153069	351	36	186136	56180	0	0	1	0	50	4	2637492	1	1
OXCT2	975799	388	39	187514	59890	0	0	0	0	50	13	2680051	1	1
OXER1	343875	378	28	149566	53000	0	0	0	0	50	13	3537803	1	1
OXGR1	111002	623	-10	125504	36358	0	0	0	0	50	28	3134102	1	1
OXNAD1	188483	517	34	120363	33390	0	0	0	0	50	11	3025717	1	1
OXSM	217009	717	-3	169017	51993	0	0	0	0	50	12	3196642	1	1
OXSR1	301294	386	31	207018	55650	0	0	0	0	50	6	3301794	1	1
OXT	835590	288	54	47647	14363	0	0	0	0	50	2	2603678	1	1
P2RX1	561462	215	32	155449	42347	0	0	0	0	50	12	2997309	1	1
P2RX2	819418	332	35	192337	50933	0	0	0	0	50	16	3509289	1	1
P2RX4	1003980	396	45	151527	41022	0	0	0	0	50	8	3183710	1	1
P2RY1	224331	861	8	137164	41234	0	0	0	0	50	13	2816420	1	1
P2RY11	1675365	272	15	2809	530	0	0	0	0	0	0	530	1	1
P2RY12	51795	505	10	127412	36835	0	0	0	0	50	18	3770367	1	1
P2RY13	67416	548	15	132924	37365	0	0	0	0	50	17	3344035	1	1
P2RY14	130485	632	8	127200	35139	0	0	0	0	50	16	3175919	1	1
P2RY6	578209	176	56	116812	40757	0	0	1	0	23	9	1327650	1	1
P2RY8	NaN	NaN	NaN	129002	43354	0	0	3	0	1	3	102502	1	1
P4HA3	641945	201	37	206647	61268	0	0	1	0	50	11	3092179	1	1
P4HB	3798594	211	19	197054	52099	0	0	0	0	50	3	2750859	1	1
P4HTM	1799657	241	41	211099	63017	0	0	0	0	20	6	1820444	1	1
PA2G4	2785610	165	39	156933	39114	0	0	0	0	50	3	2981621	1	1
PAAF1	544325	159	44	152375	42400	0	0	0	0	50	10	2725790	1	1
PABPC1	1141833	276	41	245761	66833	0	0	1	0	50	24	3759926	1	1
PABPC1L	952219	282	32	234949	67628	0	0	0	0	13	3	1019137	1	1
PABPC1L2A	NaN	NaN	NaN	74571	21306	0	0	0	0	50	26	5923598	1	1
PABPC1L2B	NaN	NaN	NaN	74571	21306	0	0	0	0	50	26	5923598	1	1
PABPC3	436184	650	30	232935	68847	0	0	0	0	50	15	3876526	1	1
PABPC4	978867	358	29	254612	70225	0	0	1	0	50	13	2842072	1	1
PABPC4L	NaN	NaN	NaN	161703	43566	0	0	0	0	50	26	5945858	1	1
PABPN1L	860087	252	37	109392	32595	0	0	0	0	50	10	3645870	1	1
PACRG	81261	1273	-28	114268	31217	0	0	0	0	50	50	3598541	1	1
PACRGL	42454	1252	22	86072	24274	0	0	0	0	50	15	3105694	1	1
PACS1	2403161	236	49	368774	105682	0	0	0	0	50	6	2960368	1	1
PACS2	892593	289	40	343970	97096	0	0	1	0	50	9	3929155	1	1
PACSIN2	627533	222	56	191966	46693	0	0	1	0	50	10	3175601	1	1
PACSIN3	1240468	184	31	164088	44361	0	0	0	0	50	12	3189540	1	1
PADI6	428762	210	31	268392	72822	0	0	1	0	50	9	2771529	1	1
PAEP	327501	539	37	72133	18656	0	0	0	0	50	8	2809901	1	1
PAFAH1B1	612041	184	14	160537	41234	0	0	0	0	50	6	2916060	1	1
PAFAH1B2	426428	228	46	116971	29627	0	0	0	0	50	6	2578079	1	1
PAFAH1B3	792230	218	42	87344	27136	0	0	0	0	50	7	3649050	1	1
PAFAH2	774988	221	31	152322	41499	0	0	0	0	50	20	3302536	1	1
PAG1	185952	441	18	165148	45209	0	0	0	0	50	5	2803541	1	1
PAGE1	355308	NaN	14	58777	14840	0	0	0	0	50	20	3727967	1	1
PAGE2	214019	NaN	18	44944	11342	0	0	0	0	50	13	3098857	1	1
PAGE4	257202	NaN	7	41234	10441	0	0	0	0	50	11	2930582	1	1
PAGE5	140886	NaN	18	51410	13621	0	0	0	0	50	13	2563981	1	1
PAH	23724	961	-3	177285	46428	0	0	0	0	48	24	2940546	1	1
PAICS	662749	594	27	169017	43884	0	0	0	0	50	19	3459045	1	1
PAIP2	835535	177	41	52364	10600	0	0	0	0	50	7	2777147	1	1
PAIP2B	349503	464	30	50615	10441	0	0	0	0	50	8	3031335	1	1
PAK1	502767	479	27	222335	55438	0	0	0	0	6	1	375664	1	1
PAK2	798731	446	41	205534	53795	0	0	0	0	50	9	2653816	1	1
PALM	1914670	200	23	145697	44467	0	0	0	0	50	9	3239466	1	1
PALM2	276166	485	4	159848	42400	0	0	0	0	50	7	3641047	1	1
PALM3	NaN	NaN	NaN	248040	76638	0	0	0	0	50	26	5978930	1	1
PALMD	272208	540	-15	213378	54378	0	0	0	0	46	18	3576228	1	1
PAM	206242	550	9	380222	100117	0	0	0	0	50	15	3579938	1	1
PAN3	265548	616	57	337663	97361	0	0	0	0	20	5	982779	1	1
PANK1	212241	345	18	225780	68529	0	0	0	0	50	3	2889666	1	1
PANK3	413558	432	32	141510	39273	0	0	0	0	50	9	2913834	1	1
PANK4	339388	228	38	295422	85542	0	0	1	0	50	9	2564564	1	1
PANX1	367552	774	-16	161120	45103	0	0	1	0	50	21	2411765	1	1
PANX2	944000	242	49	244807	79871	0	0	0	0	50	6	3530012	1	1
PAPD4	260678	684	28	191701	48548	0	0	0	0	50	9	3022060	1	1
PAPSS1	144822	679	4	240832	64607	0	0	1	0	50	18	3059637	1	1
PAQR4	1443513	234	49	97149	34821	0	0	0	0	50	6	2821720	1	1
PAQR6	2266205	211	33	181048	41870	0	0	0	0	50	12	3297024	1	1
PAQR7	746382	372	24	126405	39750	0	0	0	0	50	7	4303494	1	1
PARD6A	1065785	147	41	123914	43195	0	0	0	0	50	5	4193996	1	1
PARD6B	480540	161	43	139867	39326	0	0	0	0	50	7	2446374	1	1
PARD6G	161542	NaN	38	135044	46057	0	0	0	0	50	9	2795061	1	1
PARK2	8197	1243	-30	182267	47011	0	0	1	0	50	53	3276036	1	1
PARK7	387339	207	26	73193	21253	0	0	0	0	50	14	3708887	1	1
PARL	1434591	408	37	147446	39856	0	0	0	0	50	9	3367037	1	1
PARM1	175795	775	18	112731	37524	0	0	0	0	50	11	3111789	1	1
PARP1	805195	409	9	395221	102926	0	0	1	0	50	14	2368623	1	1
PARP11	273563	859	31	136316	29839	0	0	0	0	50	10	3898468	1	1
PARP12	462854	639	35	268710	73140	0	0	0	0	50	18	3312288	1	1
PARP15	419536	311	44	267915	74253	0	0	0	0	50	7	3444682	1	1
PARP16	762474	223	53	122801	34927	0	0	1	0	1	1	116600	1	1
PARP2	415850	401	-7	230762	57664	0	0	0	0	50	12	3095359	1	1
PARP3	1013177	370	39	208979	56074	0	0	0	0	50	14	2942136	1	1
PARP4	340065	606	39	665945	177709	0	0	1	0	13	5	723450	1	1
PARP6	1129780	260	47	248888	65455	0	0	0	0	50	14	3695425	1	1
PARS2	578299	343	23	173999	53689	0	0	0	0	50	10	3209097	1	1
PARVB	158082	393	34	169388	47488	0	0	1	0	50	6	2833115	1	1
PATE2	607531	493	3	46216	10388	0	0	0	0	50	10	2934398	1	1
PATE3	NaN	NaN	NaN	39644	9169	0	0	0	0	50	26	5911461	1	1
PATE4	NaN	NaN	NaN	39644	9169	0	0	0	0	50	26	5911461	1	1
PATL1	431271	409	27	295210	84005	0	0	0	0	31	3	2032921	1	1
PATL2	NaN	NaN	NaN	210039	58989	0	0	0	0	50	26	5961281	1	1
PAWR	230993	395	-8	127253	38584	0	0	0	0	50	17	3442403	1	1
PAX6	172494	631	-11	168487	46958	0	0	3	0	7	6	380540	1	1
PAX7	520847	598	28	209456	62593	0	0	0	0	17	5	1384731	1	1
PAX9	55912	494	-39	124709	40333	0	0	0	0	50	18	3225103	1	1
PAXIP1	162706	628	-6	416156	107272	0	0	0	0	50	12	3915004	1	1
PBLD	490115	250	17	122854	34556	0	0	1	0	32	6	1830461	1	1
PBOV1	341233	545	21	51410	13780	0	0	0	0	35	13	2269248	1	1
PBX1	61567	624	-24	165731	44944	0	0	1	0	36	23	1872755	1	1
PBX3	491989	545	36	167321	45262	0	0	0	0	15	2	948647	1	1
PBX4	818567	284	-1	141934	41552	0	0	0	0	50	7	2975049	1	1
PCBD1	327428	592	29	41340	10653	0	0	0	0	50	12	3431962	1	1
PCBD2	727517	696	49	50456	14257	0	0	0	0	50	8	3248423	1	1
PCBP2	1712232	191	56	144266	39697	0	0	0	0	50	9	3354794	1	1
PCBP4	1029408	224	38	150785	49555	0	0	0	0	50	9	2410546	1	1
PCCA	139575	733	33	285988	76373	0	0	0	0	50	18	3352780	1	1
PCCB	229049	484	25	215657	61321	0	0	0	0	50	9	2389081	1	1
PCDHB10	915569	724	-11	288161	93916	0	0	3	0	50	52	3578613	1	1
PCDHGA4	NaN	NaN	NaN	341797	111353	0	0	0	0	50	26	6013645	1	1
PCDHGB1	662513	568	2	341320	106424	0	0	3	0	25	19	1838040	1	1
PCDHGC4	665835	568	9	359764	117077	0	0	1	0	50	25	3701520	1	1
PCDHGC5	665835	568	9	360241	119939	0	0	0	0	50	25	3701520	1	1
PCDP1	309897	441	17	220109	54802	0	0	0	0	50	12	3362373	1	1
PCGF1	1019591	315	50	103615	26129	0	0	0	0	50	10	3250861	1	1
PCGF2	1158356	207	39	131705	38902	0	0	0	0	50	5	2373393	1	1
PCGF3	672497	312	27	98050	22949	0	0	0	0	50	7	3828720	1	1
PCGF5	190999	410	3	103615	24062	0	0	0	0	50	8	3143907	1	1
PCIF1	725555	209	59	269611	76214	0	0	0	0	50	12	2883412	1	1
PCM1	381765	253	2	794152	195305	0	0	0	0	18	2	1491950	1	1
PCMTD1	63777	905	2	139814	34132	0	0	1	0	50	13	2479075	1	1
PCNA	497537	385	25	101548	26606	0	0	0	0	50	9	2733051	1	1
PCNXL2	146659	581	-1	811271	229543	0	0	0	0	1	1	286412	1	1
PCOLCE	1767777	242	60	166844	53212	0	0	1	0	15	3	1003237	1	1
PCOTH	314992	678	51	90153	23850	0	0	0	0	50	11	2006209	1	1
PCP2	611341	384	33	52841	14893	0	0	0	0	50	4	3083328	1	1
PCP4	177752	829	-71	25758	5883	0	0	0	0	50	37	3255843	1	1
PCP4L1	735152	293	41	27401	6784	0	0	0	0	50	14	3318330	1	1
PCSK1N	NaN	NaN	NaN	89676	36411	0	0	0	0	50	26	5938703	1	1
PCSK9	447775	230	13	256308	81249	0	0	0	0	50	14	3759714	1	1
PCTP	56508	631	-60	84429	21306	0	0	0	0	50	35	3642425	1	1
PCYOX1	669606	164	36	192231	52629	0	0	0	0	50	10	3210846	1	1
PCYOX1L	422727	380	28	184387	55226	0	0	1	0	15	4	859183	1	1
PCYT1B	424049	NaN	31	156933	39909	0	0	0	0	50	13	2719059	1	1
PCYT2	3798594	211	19	159371	43513	0	0	0	0	50	3	2750859	1	1
PDAP1	1115689	263	56	72292	17702	0	0	0	0	50	9	3282131	1	1
PDC	278089	492	-7	96566	23161	0	0	0	0	50	16	3831635	1	1
PDCD1	559742	487	29	106795	33920	0	0	0	0	50	19	3844673	1	1
PDCD1LG2	307589	556	37	105523	28991	0	0	1	0	31	4	1720009	1	1
PDCD2L	689668	292	2	137747	37948	0	0	0	0	50	12	4372023	1	1
PDCD4	340524	254	9	185076	48654	0	0	0	0	50	10	3315150	1	1
PDCD5	358893	455	-32	51675	11925	0	0	0	0	50	20	3341650	1	1
PDCD6	935283	530	28	75949	19133	0	0	0	0	50	14	2693884	1	1
PDCD7	678641	189	61	175112	59572	0	0	0	0	50	11	2605003	1	1
PDCL	433740	487	10	117236	28726	0	0	1	0	43	8	2054121	1	1
PDDC1	1788356	193	48	85436	24751	0	0	0	0	50	6	2852036	1	1
PDE12	703082	422	29	224349	67893	0	0	0	0	50	6	3201677	1	1
PDE4A	1956832	207	38	385257	118455	0	0	0	0	50	6	3498212	1	1
PDE4D	91124	682	10	352503	95400	0	0	0	0	50	22	3858824	1	1
PDE6D	979792	193	33	59731	14840	0	0	0	0	50	9	2777518	1	1
PDE6H	380047	476	8	33390	8586	0	0	0	0	50	10	3064725	1	1
PDE7A	167106	425	37	201930	51039	0	0	0	0	50	7	3383096	1	1
PDE8A	393930	366	27	324148	85118	0	0	0	0	34	7	2268135	1	1
PDE8B	276128	451	26	345507	90789	0	0	0	0	50	7	3176714	1	1
PDE9A	411822	331	69	253181	55279	0	0	0	0	50	11	3238724	1	1
PDF	1202748	125	20	87079	30263	0	0	0	0	50	6	2681482	1	1
PDGFB	1046938	205	60	94923	27825	0	0	0	0	50	9	3006107	1	1
PDGFC	39685	595	-24	132394	35828	0	0	2	0	4	7	251644	1	1
PDGFD	19576	992	-10	142888	37895	0	0	0	0	50	41	3635005	1	1
PDHB	567081	265	35	139655	38107	0	0	0	0	50	8	3257804	1	1
PDHX	663753	258	6	204368	62434	0	0	0	0	50	13	4356017	1	1
PDIA2	1340678	205	43	197319	60579	0	0	0	0	50	9	3254253	1	1
PDIA6	691715	507	50	171720	46587	0	0	0	0	50	7	2923427	1	1
PDIK1L	783481	212	23	129320	35086	0	0	0	0	50	8	3355536	1	1
PDILT	212375	823	0	226893	59148	0	0	2	0	8	4	487123	1	1
PDK2	1197823	210	20	158152	42824	0	0	0	0	50	8	3524235	1	1
PDK3	512129	NaN	34	162763	42983	0	0	1	0	50	15	3190865	1	1
PDLIM1	302337	444	6	126617	34609	0	0	0	0	50	6	2703954	1	1
PDLIM2	757216	224	45	149990	43513	0	0	0	0	50	6	3257274	1	1
PDLIM3	168463	422	4	162074	47011	0	0	1	0	50	10	2559635	1	1
PDLIM4	451605	191	40	126034	35987	0	0	0	0	50	10	2782818	1	1
PDLIM5	137154	349	18	247245	70278	0	0	0	0	50	7	2915318	1	1
PDP1	319459	423	5	223183	62540	0	0	0	0	50	4	2770363	1	1
PDPK1	2083323	321	42	216134	57823	0	0	0	0	50	5	2955598	1	1
PDPN	64295	864	9	88722	28779	0	0	0	0	50	18	3667229	1	1
PDPR	1339196	137	19	338988	91584	0	0	0	0	0	0	91584	1	1
PDRG1	1006109	386	37	53265	13197	0	0	0	0	50	12	2525768	1	1
PDSS1	339802	540	18	161120	44626	0	0	0	0	50	20	3876950	1	1
PDSS2	235480	588	33	152375	42877	0	0	1	0	50	13	3216411	1	1
PDX1	321222	612	38	102290	33814	0	0	1	0	40	13	1869204	1	1
PDXDC1	535071	214	23	306711	83634	0	0	0	0	6	0	396493	1	1
PDXK	919787	170	68	123172	32489	0	0	0	0	50	6	2898623	1	1
PDXP	1136064	180	65	104728	37895	0	0	0	0	50	8	2874720	1	1
