CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data (median)	Activity SD	Num Data	FitType	EC50 (uM)	IC50 (uM)	Amax	ActArea
HCC78_LUNG	HCC-78	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.5,-13,-40,-54,-63,-61,-67,-67	14.3,8.57,.33,2.76,4.00,6.59,.30,6.45	8	Sigmoid	0.018740568	0.052693762	-65.80760956	3.5376
HCC827_LUNG	HCC827	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-19,-74,-65,-68,-73,-67,-73	39.9,8.22,16.3,6.42,3.83,6.72,7.51,2.57	8	Sigmoid	0.008939037	0.011236095	-69.41851044	4.5217
HS229T_LUNG	Hs 229.T	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-35,-32,-49,-54,-56,-60,-65,-69	12.4,17.7,5.35,8.42,3.28,1.13,2.65,4.92	8	Sigmoid	0.002542614	0.04487263	-68.06409454	4.0841
IALM_LUNG	IA-LM	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-14,-15,-23,-14,-36,-20,-14	23.1,12.7,5.75,22.7,10.0,.70,14.7,7.50	8	Constant	NA	8	-18.60102844	1.3967
KNS62_LUNG	KNS-62	Paclitaxel	TUBB1	.0080,.025,.080,.25,.80,2.53,8	-52,-59,-60,-77,-76,-87,-78	2.73,13.4,9.89,1.60,3.67,4.16,3.43	7	Sigmoid	0.109460443	0.008	-79.96215057	4.9409
LC1SQSF_LUNG	LC-1/sq-SF	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-31,-26,-53,-88,-86,-92,-90,-88	8.39,2.84,3.87,.36,5.06,2.40,1.25,2.19	8	Sigmoid	0.027189029	0.024235912	-88.79570007	5.3331
LCLC103H_LUNG	LCLC-103H	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-28,-26,-61,-86,-91,-93,-91,-73	.10,1.48,1.50,4.09,1.77,1.93,5.27,15.3	8	Sigmoid	0.024391761	0.020929208	-89.86139679	5.5755
LOUNH91_LUNG	LOU-NH91	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-56,-81,-90,-88,-85,-87,-90	5.37,13.3,2.41,.94,3.05,1.75,4.49,.54	8	Sigmoid	0.008317675	0.006858335	-88.37870026	6.1409
LU99_LUNG	LU99	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-53,-73,-81,-78,-87,-85,-86,-84	.34,2.00,2.59,2.88,.30,1.33,.14,2.25	8	Sigmoid	0.002542614	0.0025	-84.65418243	6.1904
LUDLU1_LUNG	LUDLU-1	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-34,-55,-94,-93,-96,-101,-99,-103	15.4,25.7,1.80,3.72,4.14,5.25,1.94,6.83	8	Sigmoid	0.002542614	0.003740356	-99.4369278	5.9003
MORCPR_LUNG	MOR/CPR	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-24,-58,-93,-98,-99,-100,-99,-99	4.65,13.5,2.25,.69,.80,.53,.91,.17	8	Sigmoid	0.008230341	0.006695316	-99.05334473	6.6116
NCIH1048_LUNG	NCI-H1048	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-24,-77,-93,-95,-97,-98,-98,-95	7.68,2.27,1.97,.25,.36,.11,.23,1.83	8	Sigmoid	0.002542614	0.00391821	-96.75314331	6.7078
NCIH1092_LUNG	NCI-H1092	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-26,-38,1.76,-38,-33,-40,-42	24.0,22.3,6.01,28.1,2.84,12.0,10.7,17.0	8	Constant	NA	8	-35.08072662	1.7118
NCIH1155_LUNG	NCI-H1155	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-26,-27,-38,-72,-90,-92,-94,-96	6.00,3.58,4.05,10.5,.37,1.35,2.23,.83	8	Sigmoid	0.055190425	0.040493838	-93.98231506	5.3744
NCIH1184_LUNG	NCI-H1184	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-31,-60,-68,-59,-51,-59,-64,-72	5.33,.41,14.9,8.95,21.8,12.6,4.89,5.38	8	Sigmoid	0.005472838	0.005819601	-64.24343872	4.6431
NCIH1299_LUNG	NCI-H1299	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-26,-71,-82,-81,-86,-85,-88	1.05,9.63,4.02,.73,.093,3.09,2.51,1.23	8	Sigmoid	0.014760808	0.014950856	-84.53231812	5.549
NCIH1339_LUNG	NCI-H1339	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-44,-40,-63,-86,-82,-90,-90,-90	23.9,8.47,.76,.28,4.24,2.06,.91,.49	8	Sigmoid	0.022340292	0.014453353	-88.78846741	6.0005
NCIH1341_LUNG	NCI-H1341	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-44,-64,-84,-80,-71,-85,-93,-81	31.4,8.59,3.51,11.3,4.61,8.66,8.58,6.19	8	Constant	NA	0.002542614	-78.38348389	6.0169
NCIH1355_LUNG	NCI-H1355	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,-37,-53,-72,-74,-72,-71,-67	6.37,4.51,5.39,3.39,2.06,3.78,7.39,.044	8	Sigmoid	0.014913766	0.018106179	-71.79740906	4.4405
NCIH1373_LUNG	NCI-H1373	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,-40,-50,-52,-51,-56,-54,-45	5.75,5.16,5.01,6.01,7.70,6.17,10.4,14.4	8	Constant	NA	8	-47.67835236	3.5616
NCIH1563_LUNG	NCI-H1563	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-13,-16,-36,-24,-25,-30,-29	3.42,1.86,5.85,5.42,1.25,2.63,7.11,5.81	8	Constant	NA	8	-24.38876534	1.8457
NCIH1568_LUNG	NCI-H1568	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	1.58,-35,-80,-87,-88,-88,-90,-87	22.2,2.70,2.37,2.65,.99,.36,5.49,3.42	8	Sigmoid	0.010884135	0.010964806	-87.80363464	5.6099
NCIH1573_LUNG	NCI-H1573	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-31,-32,-64,-54,-48,-58,-59,-60	4.15,4.59,1.20,1.60,4.67,15.5,23.1,1.04	8	Sigmoid	0.011753418	0.014657045	-56.75558853	4.4458
NCIH1581_LUNG	NCI-H1581	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-44,-55,-68,-83,-80,-89,-91,-87	2.99,14.1,3.40,5.74,3.19,2.17,.31,3.04	8	Sigmoid	0.023040082	0.009297123	-87.5196991	5.8733
NCIH1648_LUNG	NCI-H1648	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-60,-70,-82,-87,-84,-88,-87,-87	5.65,13.4,6.46,9.11,2.76,2.33,4.96,6.83	8	Sigmoid	0.009235901	0.0025	-86.69805145	5.9981
NCIH1650_LUNG	NCI-H1650	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-30,-41,-69,-68,-67,-63,-60,-63	19.7,4.50,4.29,8.90,3.44,6.52,6.42,3.56	8	Sigmoid	0.009383617	0.009901977	-65.08132935	4.3317
NCIH1651_LUNG	NCI-H1651	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-10,-58,-63,-76,-76,-81,-71	1.69,6.29,4.97,4.23,.78,11.1,2.00,3.66	8	Sigmoid	0.02082637	0.022404801	-73.70367432	4.2575
NCIH1666_LUNG	NCI-H1666	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-52,-58,-70,-67,-81,-65,-77,-60	13.3,9.60,20.3,3.05,4.31,.93,8.86,5.96	8	Constant	NA	0.002542614	-64.79706573	4.4421
NCIH1693_LUNG	NCI-H1693	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-19,-46,-51,-71,-65,-68,-66	2.52,7.32,12.3,3.19,1.37,8.17,9.30,.71	8	Sigmoid	0.027498201	0.049781483	-67.41164398	3.8862
NCIH1694_LUNG	NCI-H1694	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,-49,-49,-49,-73,-72,-74,-64	3.37,8.80,6.75,9.53,.51,5.24,8.34,18.9	8	Sigmoid	0.002542614	0.018657338	-73.12150574	4.6718
NCIH1703_LUNG	NCI-H1703	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,4.96,-87,-94,-96,-96,-96,-97	2.74,34.1,10.7,2.06,.95,.75,.31,1.31	8	Sigmoid	0.016937919	0.016077645	-95.74131775	6.0885
NCIH1792_LUNG	NCI-H1792	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-35,-26,-76,-83,-92,-93,-95,-94	2.18,.86,1.38,2.60,1.85,1.44,1.22,.10	8	Sigmoid	0.021048699	0.018022098	-93.7846756	5.8456
NCIH1793_LUNG	NCI-H1793	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-28,-71,-71,-86,-93,-85,-71	4.16,10.3,3.07,2.25,3.64,2.87,10.3,10.1	8	Sigmoid	0.014984522	0.014615449	-82.95400238	3.6008
NCIH1869_LUNG	NCI-H1869	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	10.3,-23,-38,-17,-26,-38,2.73,-18	35.9,2.38,3.77,18.2,2.74,2.65,41.9,15.8	8	Constant	NA	8	-24.88621902	2.2967
NCIH1915_LUNG	NCI-H1915	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,-63,-75,-85,-80,-81,-84,-84	7.65,2.94,2.16,2.23,1.66,1.85,1.40,1.90	8	Sigmoid	0.003122467	0.004253245	-83.07482147	6.0863
NCIH1944_LUNG	NCI-H1944	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,-26,-79,-100,-106,-106,-101,-108	6.14,20.8,.88,5.91,7.71,2.34,6.18,2.92	8	Sigmoid	0.016089918	0.011522057	-105.5290146	4.4533
NCIH1975_LUNG	NCI-H1975	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-50,-61,-76,-88,-84,-89,-81,-84	3.81,.18,9.46,1.71,2.46,.16,7.92,6.61	8	Sigmoid	0.011381867	0.00264905	-86.4703598	5.9467
NCIH2009_LUNG	NCI-H2009	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-36,-36,-62,-71,-73,-73,-68,-69	2.72,2.55,14.2,5.30,4.32,.60,.25,1.15	8	Sigmoid	0.020039976	0.01844758	-70.66914368	4.9461
NCIH2023_LUNG	NCI-H2023	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-26,-43,-79,-86,-82,-83,-87,-84	2.87,16.4,6.19,1.36,.82,4.26,.64,4.69	8	Sigmoid	0.010506582	0.009333471	-84.34606934	4.676
NCIH2030_LUNG	NCI-H2030	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.9,-40,-48,-67,-80,-89,-91,-94	3.49,19.9,18.1,5.21,3.06,.10,.91,.16	8	Sigmoid	0.019493317	0.028944699	-93.77498627	5.1832
NCIH2085_LUNG	NCI-H2085	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-56,-74,-69,-76,-71,-75,-78	25.2,2.96,5.73,.80,3.15,4.45,4.08,8.17	8	Sigmoid	0.007616912	0.007059727	-73.63291931	5.0352
NCIH2087_LUNG	NCI-H2087	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,-38,-78,-79,-82,-83,-82,-84	7.46,9.24,2.36,2.98,1.14,2.38,.060,2.82	8	Sigmoid	0.010950245	0.010453116	-82.23773956	5.5116
NCIH211_LUNG	NCI-H211	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-68,-82,-79,-82,-76,-81,-78	30.1,8.59,5.10,4.49,1.14,7.64,3.55,8.77	8	Sigmoid	0.007405128	0.008475381	-73.72000122	5.7354
NCIH2122_LUNG	NCI-H2122	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-37,-87,-96,-102,-104,-104,-103,-105	20.2,2.97,1.48,1.63,1.02,2.61,1.05,1.29	8	Sigmoid	0.002542614	0.003066643	-103.7880096	6.6492
NCIH2170_LUNG	NCI-H2170	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-57,-69,-84,-89,-88,-87,-89,-89	30.1,7.34,1.32,1.51,3.13,5.92,3.38,2.99	8	Constant	NA	0.002542614	-86.52245331	6.47
NCIH2172_LUNG	NCI-H2172	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-81,-93,-153,-167,-203,-108,-157	41.9,27.4,2.36,12.2,13.0,49.5,1.64,8.90	8	Sigmoid	0.041482486	0.0025	-163.2444	2.1174
NCIH2228_LUNG	NCI-H2228	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-50,-71,-85,-81,-77,-75,-75,-70	6.52,4.45,5.07,2.90,6.56,1.13,2.29,2.43	8	Sigmoid	0.006199118	0.002949517	-76.99151611	5.1908
NCIH226_LUNG	NCI-H226	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-33,-28,-36,-48,-49,-37,-53,-27	1.68,6.28,3.07,.45,1.89,9.65,1.89,2.77	8	Constant	NA	8	-35.78794479	3.207
NCIH2286_LUNG	NCI-H2286	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-73,-89,-91,-94,-94,-95,-95	5.84,5.95,1.50,.32,2.13,.57,.18,.36	8	Sigmoid	0.002542614	0.004381975	-94.09746552	6.627
NCIH23_LUNG	NCI-H23	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-36,-72,-86,-87,-91,-90,-90,-91	0,5.63,6.22,2.29,.19,1.43,.27,4.77	8	Sigmoid	0.002542614	0.003537219	-90.25421143	6.5769
NCIH2444_LUNG	NCI-H2444	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-33,-44,-55,-77,-60,-71,-75	2.57,7.81,11.6,6.53,1.98,10.8,12.4,6.82	8	Sigmoid	0.021487858	0.036365941	-72.26730347	4.1579
NCIH322_LUNG	NCI-H322	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-32,-34,-68,-93,-90,-93,-88,-86	19.7,5.53,6.19,.12,3.70,.12,6.14,4.03	8	Sigmoid	0.013363719	0.013226771	-90.70172119	4.7617
NCIH3255_LUNG	NCI-H3255	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-31,-37,-38,-39,-40,-51,-55	4.44,19.2,17.1,4.72,9.72,1.40,3.07,4.93	8	Sigmoid	0.238102317	2.847905159	-53.7743454	3.1413
NCIH358_LUNG	NCI-H358	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-47,-71,-89,-90,-94,-90,-92	11.3,3.13,1.08,1.66,1.09,.17,1.03,.88	8	Sigmoid	0.014943436	0.009548982	-92.24975586	5.6597
NCIH441_LUNG	NCI-H441	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-33,-63,-64,-72,-73,-70,-67	9.17,2.64,3.40,3.24,4.74,5.69,3.05,2.23	8	Sigmoid	0.009890085	0.013821052	-69.29811859	4.4553
NCIH460_LUNG	NCI-H460	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.6,-15,-44,-84,-88,-89,-93,-95	1.80,3.95,3.17,7.90,3.73,7.19,.030,1.20	8	Sigmoid	0.029502366	0.029035103	-91.87382507	4.9726
NCIH520_LUNG	NCI-H520	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-51,-87,-92,-91,-91,-90,-89	13.8,6.63,3.07,1.54,3.23,.79,.42,1.71	8	Sigmoid	0.011242939	0.007693344	-90.6890564	5.9668
NCIH522_LUNG	NCI-H522	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-44,-62,-81,-85,-86,-83,-84	5.99,1.43,1.00,2.13,2.53,.036,.59,2.91	8	Sigmoid	0.006420047	0.011133007	-85.50380707	5.4331
NCIH647_LUNG	NCI-H647	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,-46,-59,-73,-67,-70,-71,-74	8.16,.87,10.5,.15,.49,2.74,9.98,4.47	8	Sigmoid	0.004724338	0.009898632	-71.38821411	4.6377
NCIH650_LUNG	NCI-H650	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-42,-61,-71,-69,-62,-60,-46	4.19,1.44,11.0,1.63,2.95,11.8,2.88,4.91	8	Constant	NA	0.002542614	-55.94945145	4.2852
NCIH661_LUNG	NCI-H661	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-13,-21,-35,-48,-50,-45,-55	5.45,2.34,7.33,31.6,38.8,51.1,56.4,39.4	8	Sigmoid	0.061157774	0.063754819	-82.84870148	2.5108
NCIH727_LUNG	NCI-H727	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-39,-18,-20,4.86,-35,-32,-24,-27	5.88,21.4,12.7,25.1,12.2,11.5,18.5,16.6	8	Constant	NA	8	-34.31637192	1.9411
NCIH810_LUNG	NCI-H810	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-30,-55,-58,-65,-69,-65,-59,-58	6.24,6.14,.86,2.38,3.02,12.5,3.54,5.31	8	Sigmoid	0.010666084	0.011509144	-62.91592407	4.6234
PC14_LUNG	PC-14	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-30,-72,-90,-94,-98,-98,-96,-98	1.81,.37,3.72,.45,.35,.81,.41,.24	8	Sigmoid	0.002542614	0.00405059	-97.42507935	6.7585
RERFLCAI_LUNG	RERF-LC-AI	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-73,-91,-94,-96,-96,-95,-95	3.82,.97,.74,.042,.46,1.57,.0046,.74	8	Sigmoid	0.005376166	0.003108381	-95.46511078	6.7642
RERFLCMS_LUNG	RERF-LC-MS	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-45,-47,-83,-99,-104,-108,-109,-108	24.4,8.35,8.85,4.59,2.39,5.44,2.85,2.21	8	Sigmoid	0.013291467	0.008268842	-107.8221054	5.9558
SBC5_LUNG	SBC-5	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-59,-69,-97,-99,-100,-101,-100,-101	7.78,.33,.73,.34,.15,.32,.21,.14	8	Sigmoid	0.011645077	0.0025	-100.3009796	6.4903
SHP77_LUNG	SHP-77	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,16.9,-17,27.9,-52,-92,-96,-98	28.1,23.1,16.5,19.2,7.11,1.00,.43,.052	8	Sigmoid	0.234951496	0.250442058	-95.57901764	3.8193
SKLU1_LUNG	SK-LU-1	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-34,-38,-52,-66,-64,-58,-61,-62	6.55,5.62,10.3,1.82,.95,4.95,.47,1.88	8	Sigmoid	0.020814819	0.022293221	-62.21752548	4.591
SKMES1_LUNG	SK-MES-1	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,-35,-56,-77,-76,-77,-75,-81	1.20,2.27,1.75,6.07,.33,5.30,3.20,2.84	8	Sigmoid	0.021067705	0.019149521	-77.62593079	4.9906
SQ1_LUNG	Sq-1	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-22,-56,-64,-56,-73,-78,-65	15.2,9.66,17.1,9.95,5.09,2.00,3.70,20.3	8	Sigmoid	0.010066535	0.022958782	-69.19540405	4.5905
SW1271_LUNG	SW 1271	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-40,-62,-59,-62,-54,-62,-67	21.4,.065,3.72,3.21,.026,1.14,5.65,1.85	8	Sigmoid	0.00869495	0.010101246	-61.16473007	4.1891
SW1573_LUNG	SW 1573	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-35,-56,-59,-57,-59,-62,-59	8.14,3.09,5.94,1.74,2.13,.38,4.89,2.82	8	Sigmoid	0.009652582	0.015798051	-58.84243774	3.8372
SW900_LUNG	SW 900	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-35,-52,-74,-78,-85,-84,-84	8.26,1.70,5.26,1.51,5.86,2.41,6.54,1.67	8	Sigmoid	0.010703176	0.0188492	-84.7631073	4.5352
T3M10_LUNG	T3M-10	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-40,-42,-37,-61,-69,-76,-77,-76	3.39,15.1,2.70,.94,7.08,13.4,1.66,11.4	8	Sigmoid	0.072129786	0.062078975	-74.44713593	4.1385
VMRCLCD_LUNG	VMRC-LCD	Paclitaxel	TUBB1	.0025,.0080,.025,.080,.25,.80,2.53,8	-58,-75,-83,-95,-92,-96,-94,-97	33.0,4.05,3.47,1.63,6.23,3.44,3.33,.082	8	Constant	NA	0.002542614	-92.88350677	6.523
A549_LUNG	A549	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.8,-9.9,-5.5,-16,-28,-43,-46,-74	3.48,.85,0,1.71,4.11,2.93,1.68,.27	8	Sigmoid	8.680621804	2.122098207	-72.34332275	1.8637
CAL12T_LUNG	CAL-12T	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-1.3,-19,-17,1.00,-24,-42,-66	6.31,4.60,9.76,3.37,1.12,9.01,9.79,.064	8	Sigmoid	2.367756367	3.317574024	-65.39175415	1.2348
CALU1_LUNG	Calu-1	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.8,-10,-15,-22,-34,-32,-39,-40	11.5,4.75,.016,1.05,2.16,.43,9.82,7.34	8	Sigmoid	0.057250198	8	-38.89622116	1.6146
CALU3_LUNG	Calu-3	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-24,-12,-27,-24,-25,-32,-50	14.1,7.93,6.56,0,21.8,4.74,13.6,18.0	8	Sigmoid	8.619947882	8	-49.1544342	2.3689
CALU6_LUNG	Calu-6	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,10.5,1.88,11.4,-17,-31,-45,-58	14.4,5.65,2.30,25.4,1.43,12.9,5.41,10.5	8	Sigmoid	0.754195035	3.664028168	-56.57898331	1.5986
COLO677_LUNG	COLO-677	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	2.94,14.0,-12,-3.7,-37,-42,-43,-41	6.55,8.02,12.7,3.91,4.21,8.86,12.7,11.3	8	Sigmoid	0.132810906	8	-42.10528946	1.7055
COLO699_LUNG	COLO-699	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.9,10.7,-14,-11,-2.7,-13,-5.2,-18	23.3,9.25,.67,1.77,1.70,7.16,2.13,1.31	8	Constant	NA	8	-8.764901161	0.3814
CORL105_LUNG	COR-L105	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-30,-3.4,-1.0,.72,-21,-33,-49	16.7,15.6,26.1,8.30,28.5,4.03,20.0,5.97	8	Linear	NA	8	-48.05744553	1.1293
CORL23_LUNG	COR-L23	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.3,-4.9,-4.3,-.68,.72,2.25,.86,-5.1	1.41,2.31,3.00,2.41,2.23,8.76,3.77,5.75	8	Constant	NA	8	-1.826972842	0.02408
DMS114_LUNG	DMS 114	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	7.10,-1.1,-7.5,-12,-5.6,-13,-8.3,-5.7	5.90,8.37,3.90,8.45,.039,9.29,.057,7.84	8	Constant	NA	8	-6.638475418	0.7486
DV90_LUNG	DV-90	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-2.6,-6.5,-45,-39,-44,-70,-77	.64,71.6,43.6,18.5,11.7,25.7,9.34,3.22	8	Sigmoid	1.395704269	1.040045857	-76.96092987	3.5067
EBC1_LUNG	EBC-1	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.7,-.64,-4.3,-11,-29,-45,-75,-88	1.03,.34,17.1,1.71,6.08,9.16,.0027,.69	8	Sigmoid	0.703030765	0.73845458	-87.62164307	2.6304
GLC82_LUNG	GLC-82	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	2.91,-3.6,2.11,2.04,2.60,-4.7,-3.8,-18	21.2,18.5,9.01,12.8,4.61,4.11,7.29,18.4	8	Constant	NA	8	-2.910310268	0.02837
HARA_LUNG	HARA	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-7.1,-3.3,2.78,-5.8,2.00,-3.7,-18	4.25,1.17,9.78,18.2,5.15,8.24,7.00,11.4	8	Constant	NA	8	-8.11948967	0.2773
HCC15_LUNG	HCC-15	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,9.62,-5.0,7.42,-23,-13,-35,-39	30.1,6.70,16.5,4.53,12.6,11.5,22.0,3.61	8	Sigmoid	8.147726577	8	-39.78074265	1.4084
HCC2935_LUNG	HCC2935	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.6,-2.8,-14,2.70,-22,-18,-38,-33	37.7,31.2,10.5,6.95,6.07,21.5,9.11,6.76	8	Constant	NA	8	-22.45702362	0.7347
HCC4006_LUNG	HCC4006	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.5,14.8,5.48,3.05,.59,-3.1,-19,-38	6.78,3.27,3.14,6.48,4.03,6.13,3.41,11.2	8	Sigmoid	4.118072033	8	-37.92431259	0.1997
HCC44_LUNG	HCC-44	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.2,-3.1,-6.6,-7.5,-7.9,-5.8,-14,-28	6.59,11.6,3.04,11.2,4.32,12.3,8.48,13.2	8	Sigmoid	2.866830111	8	-27.23424911	0.7028
HCC78_LUNG	HCC-78	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,3.84,.80,-6.7,-7.5,-5.1,-13,-10	9.36,5.58,4.06,4.44,7.24,7.47,1.44,14.1	8	Constant	NA	8	-3.190572977	0.1545
HCC827_LUNG	HCC827	AZD6244	MEK	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.1,32.5,-7.0,25.7,30.0,9.49,-.97,6.60	8.66,34.0,2.92,16.2,56.1,36.5,.86,7.03	8	Constant	NA	8	1.289733052	0
